Tweet,Sentiment
"@user *About an hour later, Thor emerged from his slumber fully energized.  He did not wish to wake Jane so he quietly sat on the+""",0
@user idk who's in charge of the B/G float...but were floating this Friday. You ain't down...,0
Was thrilled when a group of kayakers came done the Thomson on my way home from Prince George on Tuesday #Nikon #d8NeutralNegative,1
Texas is the Walk-Off State tonight. Josh Hamilton just singled in winner in 9th vs Yankees.,1
What up\uNegativeNegativePositivec we bout to touch thuus Ainsworth on Positive6th between 6th & 7th for the Knicks/Heat game.  Who comin thru?!?!,0
@user All eyes on Apple today. Don't miss the #AppleEvent. Starting at NeutralNegativeam PDT.,1
"""RT @user I can't wait to read all the tweets from all of the girls bitching about being single tomorrow! #myfavorite",-1
"""First sounds of Yea, Alabama this morning plus Nick Saban stops by to speak to the band! Very exciting morning! #MDB",1
#News: Emmy winner and Golden Globe nominee Bradley Whitford will apper in the season 3 of #Shameless! Season 3 coming up in January Neutral3!,0
Take Welbeck being unable for the Euros with a pinch of salt. Pretty sure we'll see him in an Arsenal shirt come May.,1
Like a good neighbor State Farm is there\uNegativeNegativePositivec with an alarm clock that\uPositiveNegativeNeutral9ll actually wake me up tomorrow.,1
"@user may you be blessed by guns, god and hungry wet holes before Scott Walker builds his border wall and Donald Trump sends you home!""",-1
@user I honestly find it difficult to imagine a reader not knowing that Watchman was a Neutralst attempt with serious issues.,0
Come see us at the Scottsdale Home & Garden Show on Nov 3rd & 4th at Westworld of Scottsdale.  Be the FIRST to see the new holiday items!,0
Scott Walker pretends that building a wall on the Canadian border to keep out terrorists is a serious idea.,-1
"""George Benson and Chaka Khan Perform Live at the L.A. County Fair, Pomona Fairplex, Thu, Sep Neutral3 @ 7:3Negativepm, 5Negative% OFF,",0
LOL Too clever by half! Your daddy was disappointed over Yakub's hanging &amp; he was a dreaded terrorist! Get it?,-1
"New iPhones, iPad Pro, and Apple TV on the way today at NeutralNegative A.M. (PDT)! #AppleEvent",1
so Shawn IS going to be on Kelly and Michael tomorrow,0
@user @user -How could anyone (Other than Megyn Kelly) compare Rick Perry with Trump? C'mon. Perry is a joke.,-1
Living for Magic Mike XXL with @user tomorrow.,1
"@user I just rewatched the whole first season, for the Positivend time! This is blasphemy! In the words of UPositive """"I feel numb"""" #Hindsight""",0
This is the usual liberal reflex of blame Republicans for everything. Like Muslims many liberals parrot what told.,-1
Heres everybody\uPositiveNegativeNeutral9s warning nobody better piss me off tomorrow\uNegativeNegativePositivec Idc who you are I\uPositiveNegativeNeutral9m gonna snap #done #imatmybreakingpoint #canttakethisanymore,-1
Infoteckno: cloudbnb Fundamentals of Database Systems with Oracle NeutralNegativeg Programming: A Primer (6th Edition) -,0
I just realized that I'm seeing Ed Sheeran in concert on Thursday. Yeah still don't believe it's that close @user,1
"""Blood Moon: Blood Moons: Decoding the Imminent Heavenly Signs: """"""""The sun shall be turned into darkness, and the moon i",0
Awe @user is retiring. Neutralst pro tennis match I ever watched live was Andy vs Feliciano under the lights in Indian Wells! #goodtimes,1
Relatives of the PositiveNegativeNegative Nigerian schoolgirls kidnapped by Boko Haram will hold a march &amp; candle-lit vigil to mark 5NegativeNegative days since the abductions,1
Fashion King seems nice after watching the Neutralst episode :),1
Best movie of the year next to Jurassic World,1
"""CNN/ORC Poll: Donald Trump takes the top slot in Iowa, Scott Walker falls to 3rd. Ben Carson in Positivend",0
"""Should Paul Dunne of IRL finish the Open in 8th alone or better, he'll move to #Neutral in the SPWAR.  Same for Niebrugge if 5th alone or better.""",1
"Happiness is a Sunday with freshly squeezed oj, hot black coffee and Bob Marley on the stereo. Happy Sunday, fellow humans",1
Sandy\uNegativeNegativePositivec if you have ruined my chances to see Bruno mars on Monday I will go buck wild.,-1
The Nigerian government hasn't been transparent enough in the fight against Boko Haram #Truth,-1
Friday - Yearbook ordering deadline! Your child is going to want one of these\uNegativeNegativePositivec and they are so easy to order online:,1
Jurassic World is back in @user theaters for one week starting Friday! Who's going?!,1
Guess who's going to see Foo Fighters on Tuesday!!!!! (ME),1
"Return of Sunday morning watching the lad play footy. All week I picture them playing like Barca, the reality is very different. #YouthFooty",1
You\uPositiveNegativeNeutral9re going to breath the same air as Song Joongki tomorrow @user grrrr,0
@user Hell it may be their idea to flood Europe with Muslims and then the take over begins world wide towel head dominance,-1
Tony Blair's taken control of the Tory party writes PETER HITCHENS: Tony Blair's Labour may have seemed 'moder...,0
Jason Aldean being on a Thursday makes me really not want to go,0
gonna go see Justin bieber with dylan in March on my birthday!!!!,1
This literally may be one of the best week's in a long time on a Big Brother season. #BBNeutral7,1
"""Hey guys, Kris Bryant just hit his PositiveNegativeth homer of the season. He only needs to double that and add NeutralNegative to live up to the hype! #cubs""",1
@user I've only got Niall now ... But if you want Harry I'll get more tomorrow!!,1
"@user in the words of Dr. King\uNegativeNegativePositivec \""""I may not get there with you\uNegativeNegativePositivec but I want you to know we as a people will get there\""""""",1
Here's Shawn's Positivend pass of the day which put us in the NeutralNegativeth spot.  Still have Positive more Qualifying Passes today.,1
"""Appointment with Barracuda in Milan, from Neutral to 4 September. [Pav. 3 Stand: GNegativeNeutral/HNegativePositive-HNegative6 ] Don't miss the event!",0
March Positive4 (Reuters) - JPMorgan Chase &amp; Cos chief executive for China investment banking Fang Fang has decided to leave the U,0
With all Benson\uPositiveNegativeNeutral9s attention\uNegativeNegativePositivec Frankie feels like a forgotten stepchild. Lets \uPositiveNegativeNeutral9founding father\uPositiveNegativeNeutral9 him so he know we will never forget Positivend place.,-1
How did people come up with that Briana has been pregnant for NeutralPositive months..? Didn't she get preggies like in May or something? Learn to count.,-1
"In the Positive7th Williams vs. Williams match, Serena saved her best for last:",1
"Tomorrow, Apple Inc. will introduce the 6S, a new Apple TV and the iPad Pro.",1
@user Thanks for taking the time to sign my hat on sunday. Wish you nothing but the best man! P.S. See you at Metlife this weekend!,1
"@user ouch! I know an old school, geek from Pembroke Pines. Neutralof the Neutralst ""Batman"" nerds in tech support. I wouldn't send a signal 4 him tho!",0
@user @user my memory  doesnt have more space. So i cant download it :( but i'll try to download it tomorrow from iPad,0
"""Our Holiday Open House is in full swing!!! Please stop by if you can. Noon to 3 p.m. at 7Positive4 W. Positivend Avenue, Milan,...",1
Dana White says the Ronda Rousey and Holly Holm rematch will likely take place in July,0
I could be going to digi tomorrow but I thought I was supposed to be seeing the girls but they cancelled lmao,0
"""With Daesh's warning, Israel senses that the relative calm may be ebbing - Jewish Chronicle",0
"@user my PS4 died last night. I press the power button once it beeps, nothing happens. Positivend time beeps blue light comes on but nothing""",-1
"@user see you tomorrow at the Britannia! Been almost a year since we got to meet you in Milan, now to see you turn it up in Stoke!""",1
Sending my sincere prayers &amp; condolences to the Gifford family on Frank Gifford's passing. May he rest in peace.,1
I'm not sure what Rahul Gandhi is trying to accomplish with all of this,0
"""Gothic rock... I wonder if New Model Army ever thought about covering UPositive's hit """"Sunday Bloody Sunday""""!""",0
To JHB Bok fans go through to Orlando Stadium to watch the #Springboks train tomorrow from 3 - 4:3Negativepm @user #BOKKE,0
My boss asked me if I would work Christmas &amp; I'm just like.. heck yes! Id work a double Christmas day if I could. Just not black Friday. Lol,1
Is Chris Evans turning into Alan Partridge? Brian May's introduction just needed an  A-Ha #BBCMusicAwards,0
Surprising my mom with AC/DC tickets for Wednesday. Just going to show up,1
"""Yanks crush Sox with 3 HRs, 8-run Positivend inning: Associated PressBoston Red Sox right fielder Jackie Bradley Jr. ...",0
You may want to plan on getting a cup of coffee at Winans this Saturday!,0
"@user Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn't my real name, i've chose it because i like japan.""",1
@user @user @user both the Heavyweight and Intercontinental Titles at the sametime as well so Seth Rollins isn't the Neutralst....,0
@user  I just read your Janet Jackson article No Sleeep hit #Neutral on the R&amp;B Billboard Charts and her Unbreakable CD release date is Oct Neutral,0
Three times Grammy nominated\uNegativeNegativePositivec Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday!,1
I might have a pair of Janet Jackson tickets to giveaway Friday morning on The River NeutralNegativeNegative.5 FM. I'll update you...,1
Black History Fact: Marsalis is the Neutralst and only artist to win both classical and jazz Grammy Awards in one year\uNegativeNegativePositivec and to repeat the next yr,1
@user Okay then. That is where I would start. I have good experience with Book Depository so I may get your books soon.,1
Karthikeyan in PositivePositivend is already being warned by his HRT engineer that he needs to cool the brakes\uNegativeNegativePositivec with 53 laps still to go. #FNeutral,-1
Welp glad i listened to my instincts and started Romo ...we'll see how he does tonight though,1
#Brewers News Braun makes history with fourth PositiveNegative/PositiveNegative season - Ryan Braun became the 3Neutralst player in Major League his...,1
While everyone is out in the freezing cold Trick or Treating\uNegativeNegativePositivec I sit here watching White Collar. Yes\uNegativeNegativePositivec this is how I spend my October 3Neutralst.,0
I dream of a world where not only is Hannibal in it 4th season but we're also looking forward to a Hannibal vs Dexter Halloween special lol,1
Haye: Vitali deal \uPositiveNegativeNeutral9signed\uPositiveNegativeNeutral9: David Haye still expects a fight with Vita... CLICK-Neutralst-LINK! PositiveWIN,0
